order_id,timestamp,user_id,order_type,subtotal,tip,total
70f0ec,2022-06-01 11:24:13,c2ba1f,onsite,48.51,0,48.51
3b7da6,2022-06-01 11:25:10,,carryout,38.32,0,38.32
5bfc35,2022-06-01 11:27:05,497ae9,onsite,22.45,3.37,25.82
a3bbf2,2022-06-01 11:34:32,,delivery,28.74,0,28.74
e99393,2022-06-01 11:41:20,,carryout,25.45,0,25.45
24d605,2022-06-01 11:43:50,,onsite,25.96,3.9,29.86
379688,2022-06-01 12:10:09,,onsite,42.52,6.38,48.90
c48f7d,2022-06-01 12:10:14,dcdce8,delivery,10.97,0,10.97
9f6508,2022-06-01 12:19:57,,onsite,12.27,0,12.27
3c587f,2022-06-01 12:20:03,118f55,carryout,11.97,1.8,13.77
05db28,2022-06-01 12:22:55,,onsite,11.47,0,11.47
96b231,2022-06-01 12:24:35,,delivery,10.97,1.65,12.62
67fab8,2022-06-01 12:26:45,6ee524,carryout,16.46,2.47,18.93
c09d8c,2022-06-01 12:30:31,49b523,delivery,10.97,1.65,12.62
92d12e,2022-06-01 12:45:49,,carryout,14.57,2.19,16.76
135d01,2022-06-01 13:05:14,e6e9ac,delivery,12.47,0,12.47
7b8f75,2022-06-01 13:22:02,10c17f,delivery,30.23,4.54,34.77
d52fca,2022-06-01 13:37:21,27c59c,delivery,9.97,1.5,11.47
66461d,2022-06-01 13:44:14,34309e,delivery,10.77,0,10.77
e46969,2022-06-01 13:48:57,577acb,delivery,32.92,4.94,37.86
4d37a5,2022-06-01 13:56:20,c9622d,delivery,12.27,0,12.27
b632eb,2022-06-01 14:02:31,df8cb6,carryout,10.97,0,10.97
9cd83e,2022-06-01 14:20:55,4da4ed,delivery,10.77,1.62,12.39
064374,2022-06-01 14:40:49,7327ad,carryout,11.28,1.7,12.98
68fa3c,2022-06-01 14:42:20,0cc681,carryout,10.77,0,10.77
41f7b0,2022-06-01 14:50:49,,carryout,13.78,2.07,15.85
3dbeef,2022-06-01 14:57:07,b1c9e6,delivery,10.48,0,10.48
9065bb,2022-06-01 14:57:35,,onsite,12.47,0,12.47
04c46d,2022-06-01 15:12:39,,carryout,11.47,0,11.47
853c6d,2022-06-01 15:40:58,,onsite,18.76,2.82,21.58
0cb6a9,2022-06-01 15:41:28,,onsite,10.77,1.62,12.39
cd4d17,2022-06-01 15:54:31,7bb162,onsite,11.97,0,11.97
013ec4,2022-06-01 15:55:44,,onsite,12.47,1.88,14.35
0d18b1,2022-06-01 16:47:15,,carryout,16.07,0,16.07
ce3134,2022-06-01 16:58:01,,carryout,10.48,1.58,12.06
f535fc,2022-06-01 17:02:54,,carryout,13.47,2.03,15.50
21d555,2022-06-01 17:08:36,ef1c5a,carryout,10.77,1.62,12.39
57ccdb,2022-06-01 17:11:52,,onsite,37.01,5.56,42.57
e2b2ce,2022-06-01 17:14:16,389a39,delivery,10.97,0,10.97
cfef3b,2022-06-01 17:17:12,,onsite,40.21,0,40.21
697736,2022-06-01 17:41:56,,onsite,15.77,2.37,18.14
be6d29,2022-06-01 17:50:01,b43801,onsite,34.73,0,34.73
8b1f86,2022-06-01 17:53:57,df56ae,delivery,62.29,9.35,71.64
689831,2022-06-01 17:54:12,c6ac7f,onsite,14.97,0,14.97
73889d,2022-06-01 17:56:40,,onsite,9.98,0,9.98
9de90f,2022-06-01 17:56:44,,carryout,16.07,2.42,18.49
82e500,2022-06-01 18:10:30,,carryout,23.95,3.6,27.55
5ee89a,2022-06-01 18:22:19,,delivery,12.98,1.95,14.93
536c2b,2022-06-01 18:34:11,c53a51,carryout,12.47,1.88,14.35
fa0dd6,2022-06-01 18:40:17,,carryout,15.77,0,15.77
fba661,2022-06-01 18:53:03,94d60d,carryout,9.77,1.47,11.24
3290ec,2022-06-01 18:59:50,,onsite,11.27,1.7,12.97
a9a260,2022-06-01 19:06:43,,delivery,21.46,0,21.46
720851,2022-06-01 19:08:47,,onsite,12.47,0,12.47
bc912d,2022-06-01 19:21:02,,onsite,17.96,0,17.96
da2f8e,2022-06-01 19:28:04,488f92,carryout,20.76,3.12,23.88
ba52d3,2022-06-01 19:35:12,,carryout,11.47,0,11.47
61ed3c,2022-06-01 19:46:36,,carryout,27.45,4.12,31.57
8e7253,2022-06-01 19:51:18,0a6086,onsite,13.47,2.03,15.50
2fc80c,2022-06-01 19:54:28,,carryout,14.97,0,14.97
bc637c,2022-06-01 20:02:35,,onsite,21.76,0,21.76
ea1e97,2022-06-01 20:11:26,,onsite,21.45,3.22,24.67
5b73c6,2022-06-02 11:03:29,,delivery,12.47,0,12.47
a3a932,2022-06-02 11:09:14,,onsite,36.91,0,36.91
389678,2022-06-02 11:11:58,e3faf8,carryout,19.96,0,19.96
4154b1,2022-06-02 11:12:28,,carryout,38.51,5.78,44.29
75927e,2022-06-02 11:17:43,6ab1da,delivery,12.47,0,12.47
1c93f2,2022-06-02 11:21:18,,onsite,38.01,0,38.01
88ab36,2022-06-02 11:29:26,,onsite,47.29,7.1,54.39
3e9e45,2022-06-02 11:35:45,9233be,carryout,9.77,1.47,11.24
ed9427,2022-06-02 11:50:33,cc10d4,onsite,12.47,1.88,14.35
8b60c3,2022-06-02 12:00:52,,carryout,10.27,1.55,11.82
101d72,2022-06-02 12:01:43,6ad899,delivery,12.77,1.92,14.69
cc344d,2022-06-02 12:03:04,863354,carryout,6.98,0,6.98
a91df5,2022-06-02 12:06:32,,carryout,13.78,0,13.78
1c6388,2022-06-02 12:11:26,a3a585,onsite,19.45,2.92,22.37
7b4403,2022-06-02 12:12:32,,onsite,44.49,6.68,51.17
ef54a2,2022-06-02 12:13:46,569414,delivery,12.27,0,12.27
6a5376,2022-06-02 12:15:29,82e7f5,delivery,11.98,1.8,13.78
237a86,2022-06-02 12:17:19,,carryout,12.98,0,12.98
7ca3ad,2022-06-02 12:17:19,a6c395,onsite,19.26,2.89,22.15
2d5ed4,2022-06-02 12:28:57,,onsite,15.77,2.37,18.14
6b529a,2022-06-02 12:31:32,c16639,onsite,12.27,0,12.27
ce6346,2022-06-02 12:33:43,949b61,carryout,10.77,1.62,12.39
f3eb5d,2022-06-02 12:38:22,a829c3,delivery,52.20,7.84,60.04
438016,2022-06-02 12:40:32,9e3008,delivery,19.06,0,19.06
846121,2022-06-02 12:40:48,ab7c7d,carryout,11.57,0,11.57
35dbd5,2022-06-02 12:42:51,d4541a,delivery,8.98,0,8.98
17eec7,2022-06-02 12:46:03,754363,delivery,8.77,0,8.77
dc4139,2022-06-02 12:56:10,,onsite,12.27,0,12.27
f643b0,2022-06-02 12:58:25,,carryout,9.97,1.5,11.47
1b38dc,2022-06-02 12:58:42,,onsite,27.55,0,27.55
e7a049,2022-06-02 13:10:39,,delivery,7.78,1.17,8.95
8f4639,2022-06-02 13:12:40,,delivery,15.27,2.3,17.57
880725,2022-06-02 13:14:41,,onsite,15.97,2.4,18.37
91f76f,2022-06-02 13:16:00,,onsite,59.77,0,59.77
46e33d,2022-06-02 13:31:51,844edd,delivery,13.77,2.07,15.84
aabfbc,2022-06-02 13:34:53,6e4fae,delivery,14.27,0,14.27
54dcdf,2022-06-02 14:24:55,23c8ee,delivery,13.27,2.0,15.27
7cf0b5,2022-06-02 14:27:18,,onsite,43.79,6.57,50.36
0b2160,2022-06-02 14:48:10,,onsite,43.31,0,43.31
3a7f02,2022-06-02 14:54:32,f79229,delivery,11.27,0,11.27
ebc9f9,2022-06-02 15:01:48,,onsite,49.40,7.42,56.82
9dee63,2022-06-02 15:21:33,,carryout,44.72,6.71,51.43
059a63,2022-06-02 15:34:23,6bf830,onsite,11.47,0,11.47
bad579,2022-06-02 15:37:34,,carryout,52.67,0,52.67
62aed3,2022-06-02 16:18:58,,delivery,13.47,2.03,15.50
967f7c,2022-06-02 16:22:24,80205a,carryout,15.27,0,15.27
7fe5fb,2022-06-02 16:30:44,695334,onsite,52.56,7.89,60.45
80879f,2022-06-02 16:35:23,,delivery,9.97,0,9.97
c05394,2022-06-02 16:39:38,8df8c6,onsite,20.95,3.15,24.10
6a8902,2022-06-02 16:41:25,626b8d,delivery,64.25,0,64.25
da90dd,2022-06-02 16:42:05,539ce0,carryout,13.07,0,13.07
c5cea0,2022-06-02 16:45:53,,onsite,12.47,0,12.47
2f5aa5,2022-06-02 16:47:26,5948f1,delivery,10.97,0,10.97
71e9a3,2022-06-02 16:53:08,364e7b,delivery,10.97,0,10.97
29d2c7,2022-06-02 16:58:20,,onsite,20.25,3.04,23.29
6711c4,2022-06-02 17:02:41,cb8c39,carryout,11.97,1.8,13.77
489f66,2022-06-02 17:07:29,886dfd,onsite,12.77,1.92,14.69
c93a9f,2022-06-02 17:11:32,ff48ae,delivery,10.97,1.65,12.62
1a4dc0,2022-06-02 17:12:09,,onsite,54.47,0,54.47
134fb1,2022-06-02 17:16:25,,onsite,10.48,0,10.48
9daac9,2022-06-02 17:26:21,3a2ba5,carryout,13.97,0,13.97
0767a7,2022-06-02 17:26:39,,delivery,48.68,7.31,55.99
1d38ac,2022-06-02 17:29:45,458307,carryout,11.77,0,11.77
83ce42,2022-06-02 17:33:17,4aa1d1,delivery,7.98,1.2,9.18
c77274,2022-06-02 17:38:19,a9b205,carryout,14.27,2.15,16.42
e83845,2022-06-02 17:45:53,60a918,onsite,9.77,1.47,11.24
8de64e,2022-06-02 17:47:01,8e741f,onsite,11.78,0,11.78
a8eae6,2022-06-02 17:50:09,cf8dfd,delivery,28.74,0,28.74
6f5080,2022-06-02 17:58:06,,onsite,10.77,1.62,12.39
4e18e2,2022-06-02 17:58:45,,onsite,19.76,2.97,22.73
89f0c9,2022-06-02 18:01:44,16f3cb,carryout,27.55,4.14,31.69
f6fb72,2022-06-02 18:28:13,608e5d,carryout,12.97,1.95,14.92
9361f1,2022-06-02 18:28:42,93c3c7,onsite,19.77,2.97,22.74
815725,2022-06-02 18:29:13,c97830,onsite,10.77,1.62,12.39
b7394e,2022-06-02 18:31:46,,carryout,13.07,1.97,15.04
50458d,2022-06-02 18:50:51,,delivery,44.19,0,44.19
412060,2022-06-02 18:55:52,,onsite,17.26,0,17.26
92a2b0,2022-06-02 19:07:25,23b3a1,carryout,9.97,1.5,11.47
d57825,2022-06-02 19:15:41,9c5def,carryout,19.96,0,19.96
a44365,2022-06-02 19:23:46,b9f0d2,delivery,14.27,0,14.27
27f245,2022-06-02 19:36:06,,onsite,9.98,0,9.98
927a77,2022-06-02 19:48:52,e1c9e0,onsite,12.47,1.88,14.35
5d28db,2022-06-02 20:02:02,f8dc92,delivery,12.77,0,12.77
8ea4ec,2022-06-02 20:21:55,,carryout,63.27,9.5,72.77
d569b2,2022-06-03 10:59:33,,onsite,17.95,2.7,20.65
8841bc,2022-06-03 11:08:34,,carryout,42.51,6.38,48.89
790ded,2022-06-03 11:12:56,3c0d40,delivery,13.77,2.07,15.84
980018,2022-06-03 11:22:46,,onsite,25.45,0,25.45
dd0e6f,2022-06-03 11:35:32,,onsite,72.72,10.91,83.63
0dbd22,2022-06-03 11:49:23,,onsite,42.71,6.41,49.12
00fd43,2022-06-03 11:50:36,,onsite,21.75,0,21.75
16f09b,2022-06-03 11:51:00,,onsite,13.77,2.07,15.84
eb7e56,2022-06-03 12:02:52,,onsite,13.07,1.97,15.04
5ddb89,2022-06-03 12:04:29,,carryout,13.27,2.0,15.27
d2a701,2022-06-03 12:06:34,bdd7aa,carryout,16.07,2.42,18.49
273ef9,2022-06-03 12:09:18,,onsite,44.51,0,44.51
d6f24f,2022-06-03 12:39:47,,carryout,10.77,0,10.77
37ad13,2022-06-03 12:45:09,,onsite,10.97,0,10.97
c1fb99,2022-06-03 12:54:14,ac60b8,delivery,23.95,0,23.95
9eefd1,2022-06-03 13:19:57,,delivery,20.96,0,20.96
23bfe4,2022-06-03 13:53:10,,carryout,27.44,4.12,31.56
16d55f,2022-06-03 14:06:39,,delivery,52.49,7.88,60.37
27413d,2022-06-03 14:17:37,,onsite,10.48,0,10.48
61bc0d,2022-06-03 14:22:58,,onsite,18.46,0,18.46
cf15b1,2022-06-03 14:43:39,,delivery,16.76,2.52,19.28
4e4864,2022-06-03 14:50:50,,onsite,10.77,0,10.77
9aa874,2022-06-03 15:08:34,a1e8d2,onsite,10.97,0,10.97
601a93,2022-06-03 15:17:12,,carryout,11.47,1.73,13.20
4d0363,2022-06-03 15:55:36,5e6280,carryout,15.27,0,15.27
237069,2022-06-03 16:04:00,134212,delivery,20.55,0,20.55
f31bc9,2022-06-03 16:07:47,,carryout,9.97,0,9.97
980a19,2022-06-03 16:16:36,2cb4a1,onsite,13.97,2.1,16.07
fda9d4,2022-06-03 16:20:11,,onsite,19.47,2.93,22.40
ee8a87,2022-06-03 16:23:13,832587,delivery,34.71,5.21,39.92
ab6af3,2022-06-03 16:34:00,,onsite,9.97,1.5,11.47
b16266,2022-06-03 16:36:18,,delivery,12.47,1.88,14.35
0623bc,2022-06-03 16:42:31,028bad,carryout,48.01,7.21,55.22
87c57a,2022-06-03 17:00:32,5d7d69,onsite,18.26,2.74,21.00
c7e9f7,2022-06-03 17:16:44,,carryout,12.77,1.92,14.69
eaf840,2022-06-03 17:32:58,,carryout,15.97,2.4,18.37
7e6445,2022-06-03 17:40:45,,onsite,13.27,0,13.27
f28b4f,2022-06-03 17:44:22,,onsite,8.98,0,8.98
f3c4c9,2022-06-03 17:53:49,ff0f3a,carryout,9.28,1.4,10.68
ac5453,2022-06-03 18:08:28,,onsite,12.47,1.88,14.35
013230,2022-06-03 18:09:15,,carryout,12.27,1.85,14.12
5ffa2e,2022-06-03 18:10:50,,onsite,49.19,7.38,56.57
e13925,2022-06-03 18:12:20,,onsite,33.22,4.99,38.21
185ecb,2022-06-03 18:21:48,f6b447,onsite,55.40,8.32,63.72
66a765,2022-06-03 18:22:58,,carryout,11.47,0,11.47
73f46a,2022-06-03 18:23:47,,carryout,15.77,2.37,18.14
6ccda7,2022-06-03 18:33:47,,onsite,13.07,0,13.07
75f5ad,2022-06-03 18:34:32,,onsite,9.77,0,9.77
4cb20a,2022-06-03 18:40:25,,onsite,10.48,0,10.48
3fd321,2022-06-03 18:40:31,,delivery,10.77,0,10.77
4efeb8,2022-06-03 18:42:49,,delivery,10.77,1.62,12.39
ebe47e,2022-06-03 18:47:18,,onsite,8.77,0,8.77
9a235a,2022-06-03 18:51:26,,carryout,13.27,0,13.27
75560f,2022-06-03 19:04:38,1e0007,carryout,40.81,0,40.81
477262,2022-06-03 19:06:32,,onsite,16.77,2.52,19.29
1c0604,2022-06-03 19:06:57,,onsite,13.97,2.1,16.07
3c5f80,2022-06-03 19:17:19,,carryout,8.98,1.35,10.33
c09a50,2022-06-03 19:22:10,,onsite,13.77,0,13.77
da1b3c,2022-06-03 19:26:25,c43561,carryout,9.97,1.5,11.47
d96630,2022-06-03 19:34:51,,carryout,14.27,0,14.27
8e0ba3,2022-06-03 19:41:14,,onsite,10.97,0,10.97
56af7c,2022-06-03 19:51:35,,carryout,10.97,0,10.97
e679ab,2022-06-03 20:07:49,6238d1,delivery,6.98,0,6.98
b3b14d,2022-06-03 20:10:24,5fd833,delivery,18.75,0,18.75
23a6da,2022-06-03 20:30:16,,onsite,28.25,4.24,32.49
89c0aa,2022-06-04 11:21:30,ccd548,carryout,20.25,0,20.25
06c408,2022-06-04 11:25:41,,carryout,13.47,2.03,15.50
7f985a,2022-06-04 11:30:21,7d2e24,delivery,31.03,4.66,35.69
fecd3d,2022-06-04 11:43:06,,onsite,30.74,4.62,35.36
1834b9,2022-06-04 11:43:43,,onsite,11.97,0,11.97
385896,2022-06-04 11:58:22,d3041a,delivery,11.97,1.8,13.77
f28b42,2022-06-04 12:06:54,,carryout,37.73,0,37.73
7755ff,2022-06-04 12:14:48,4da4ed,onsite,10.77,1.62,12.39
280fd9,2022-06-04 12:30:28,f2caab,delivery,17.06,2.56,19.62
c3bec8,2022-06-04 12:43:28,,onsite,11.57,0,11.57
29bab3,2022-06-04 12:44:35,,onsite,29.94,4.5,34.44
252c44,2022-06-04 12:48:49,554d2c,onsite,42.80,0,42.80
46ded6,2022-06-04 12:49:15,222dd6,onsite,11.77,1.77,13.54
ab5957,2022-06-04 12:53:20,7e5ae2,onsite,13.77,0,13.77
4da7b8,2022-06-04 12:55:17,,delivery,10.97,0,10.97
91f58a,2022-06-04 13:07:57,ac3f71,delivery,14.97,2.25,17.22
6823d2,2022-06-04 13:17:38,e3546e,carryout,18.75,2.82,21.57
5240c1,2022-06-04 13:29:12,,delivery,59.98,9.0,68.98
10ab0e,2022-06-04 13:31:52,df80c4,delivery,42.22,6.34,48.56
a91ae0,2022-06-04 14:03:55,d44b06,delivery,14.97,2.25,17.22
247a3b,2022-06-04 14:50:20,,carryout,10.77,1.62,12.39
65ae98,2022-06-04 14:58:17,c86d4e,onsite,15.96,2.4,18.36
52c03b,2022-06-04 15:12:08,,onsite,10.77,0,10.77
6ba537,2022-06-04 16:00:18,,carryout,7.78,1.17,8.95
c3ba84,2022-06-04 16:01:56,,onsite,36.92,0,36.92
e41e89,2022-06-04 16:11:21,,onsite,6.98,0,6.98
8691cc,2022-06-04 16:18:45,9d7058,onsite,8.98,1.35,10.33
8c5424,2022-06-04 16:31:42,,onsite,18.55,2.79,21.34
38e32b,2022-06-04 16:34:56,6955b0,carryout,12.77,1.92,14.69
4bcd0d,2022-06-04 16:38:42,27c59c,delivery,6.98,1.05,8.03
3203c2,2022-06-04 16:46:09,578c0d,carryout,15.47,2.33,17.80
2a3ff1,2022-06-04 16:49:07,,onsite,12.47,0,12.47
7167cc,2022-06-04 16:54:27,,delivery,15.76,2.37,18.13
31e8c2,2022-06-04 16:57:47,,carryout,16.47,0,16.47
90f049,2022-06-04 17:20:15,,carryout,10.77,0,10.77
13a4f2,2022-06-04 17:23:32,,delivery,18.95,2.85,21.80
9bf208,2022-06-04 17:26:10,,onsite,13.77,2.07,15.84
8bc986,2022-06-04 17:42:36,,carryout,12.47,1.88,14.35
119772,2022-06-04 17:44:42,,onsite,11.57,1.74,13.31
c13cc9,2022-06-04 17:46:12,,onsite,55.89,8.39,64.28
6e2c5c,2022-06-04 17:56:58,,carryout,22.05,3.31,25.36
5eef5e,2022-06-04 18:15:32,,carryout,15.76,2.37,18.13
57c647,2022-06-04 18:21:06,,onsite,13.47,2.03,15.50
2c22a4,2022-06-04 18:27:21,,onsite,80.33,12.05,92.38
d5171f,2022-06-04 18:27:50,,onsite,14.97,2.25,17.22
da07a1,2022-06-04 18:32:42,,onsite,21.26,3.19,24.45
a0747c,2022-06-04 18:38:27,,carryout,13.47,2.03,15.50
e30b6d,2022-06-04 18:39:31,b43801,delivery,34.73,5.21,39.94
63c589,2022-06-04 18:41:07,,onsite,36.21,0,36.21
952373,2022-06-04 18:46:10,b6f7ae,delivery,13.07,1.97,15.04
64ab2a,2022-06-04 18:48:54,,onsite,11.47,1.73,13.20
ce5036,2022-06-04 18:52:03,,onsite,8.97,1.35,10.32
b30f81,2022-06-04 19:35:14,2d851b,carryout,16.75,2.52,19.27
73cd7a,2022-06-04 19:37:18,,carryout,9.97,1.5,11.47
ee7ee7,2022-06-04 19:55:47,,onsite,15.77,2.37,18.14
e5f39c,2022-06-04 20:15:08,,carryout,22.46,0,22.46
62b590,2022-06-05 10:55:50,,onsite,7.98,1.2,9.18
a71961,2022-06-05 11:11:24,,onsite,39.22,5.89,45.11
e50c70,2022-06-05 11:29:55,,onsite,48.40,7.27,55.67
4c9498,2022-06-05 11:38:20,155f91,onsite,9.97,1.5,11.47
8871b5,2022-06-05 11:42:13,d06f48,carryout,11.77,1.77,13.54
52e7ce,2022-06-05 11:46:52,863354,onsite,6.98,0,6.98
5cd126,2022-06-05 11:47:27,,onsite,7.78,0,7.78
2dd077,2022-06-05 11:52:40,,carryout,19.45,0,19.45
f4b921,2022-06-05 12:05:04,,carryout,15.57,0,15.57
a6bb53,2022-06-05 12:27:34,,delivery,20.26,0,20.26
810b54,2022-06-05 12:30:08,f8dc92,onsite,12.77,0,12.77
43806d,2022-06-05 12:34:08,,onsite,22.76,0,22.76
27b899,2022-06-05 12:39:52,,onsite,15.97,0,15.97
4a304d,2022-06-05 12:41:16,82e7f5,delivery,13.97,0,13.97
6c1647,2022-06-05 13:09:34,,carryout,62.05,0,62.05
111e87,2022-06-05 13:18:16,c6ac7f,delivery,13.97,0,13.97
180088,2022-06-05 13:46:04,,delivery,32.33,4.85,37.18
bcbef0,2022-06-05 14:01:34,4dbe6d,carryout,28.75,4.32,33.07
876d0c,2022-06-05 14:17:46,2f6726,onsite,12.77,1.92,14.69
541549,2022-06-05 14:35:38,116ad0,onsite,10.97,1.65,12.62
2946cb,2022-06-05 16:02:03,,onsite,11.28,1.7,12.98
017afe,2022-06-05 16:02:06,,carryout,15.57,2.34,17.91
cb0b30,2022-06-05 16:32:40,,onsite,9.98,0,9.98
739450,2022-06-05 16:34:33,,onsite,22.05,0,22.05
4d6090,2022-06-05 16:35:34,,carryout,12.27,1.85,14.12
c454a3,2022-06-05 16:45:14,,onsite,19.25,0,19.25
69be4e,2022-06-05 16:53:03,,carryout,52.78,7.92,60.70
91af67,2022-06-05 17:06:24,,onsite,9.77,1.47,11.24
e69402,2022-06-05 17:06:46,0cc681,carryout,10.77,0,10.77
234a70,2022-06-05 17:24:03,,onsite,13.07,0,13.07
4ef051,2022-06-05 17:45:03,83ab13,delivery,11.28,0,11.28
58f10d,2022-06-05 17:50:35,,onsite,12.47,1.88,14.35
53a84e,2022-06-05 17:56:41,,onsite,20.25,0,20.25
ef145c,2022-06-05 18:00:22,3efe2c,delivery,36.51,5.48,41.99
e2739f,2022-06-05 18:01:09,,onsite,58.79,8.82,67.61
73f43e,2022-06-05 18:07:38,,carryout,12.27,1.85,14.12
10aff3,2022-06-05 18:09:40,2ed2b4,carryout,12.27,0,12.27
e47b49,2022-06-05 18:19:40,,onsite,36.81,0,36.81
9e2988,2022-06-05 18:20:10,,carryout,12.47,1.88,14.35
e86a76,2022-06-05 18:30:38,485174,onsite,10.77,0,10.77
b60005,2022-06-05 18:48:44,7fdcb3,carryout,33.53,0,33.53
62738b,2022-06-05 18:55:18,,carryout,10.97,1.65,12.62
4cd420,2022-06-05 18:55:37,a6c395,carryout,17.26,2.59,19.85
8b9e24,2022-06-05 19:04:45,,onsite,11.78,1.77,13.55
b260ac,2022-06-05 19:12:49,db7ac0,onsite,12.27,0,12.27
4b5d9f,2022-06-05 19:19:03,,onsite,11.77,0,11.77
a27741,2022-06-05 19:20:39,,carryout,37.72,5.66,43.38
959cb0,2022-06-05 19:31:18,0eb70e,onsite,68.33,10.25,78.58
c400bb,2022-06-05 19:32:18,2040e7,onsite,37.01,0,37.01
522b2d,2022-06-05 20:11:53,5948f1,carryout,10.97,0,10.97
f2e1c3,2022-06-06 10:59:40,846aff,onsite,15.57,0,15.57
753d4c,2022-06-06 11:12:12,,delivery,16.77,0,16.77
096fd0,2022-06-06 11:33:17,23b3a1,carryout,9.97,1.5,11.47
10a36e,2022-06-06 11:34:57,,onsite,21.46,0,21.46
67a549,2022-06-06 11:35:15,fe3f62,onsite,12.27,1.85,14.12
b967be,2022-06-06 11:43:17,c43561,carryout,8.97,1.35,10.32
df1a68,2022-06-06 11:43:43,bdd7aa,onsite,16.07,2.42,18.49
739894,2022-06-06 12:29:42,bf5ee2,delivery,10.48,1.58,12.06
c4b7c1,2022-06-06 12:34:15,69ae7e,onsite,10.77,0,10.77
c6e0a4,2022-06-06 12:39:30,59a6d6,carryout,9.48,0,9.48
e52fe5,2022-06-06 12:48:51,,onsite,29.44,0,29.44
9402aa,2022-06-06 12:58:12,,onsite,10.97,1.65,12.62
219fdc,2022-06-06 13:10:23,a829c3,carryout,51.99,7.8,59.79
b87b91,2022-06-06 13:11:32,,carryout,22.96,3.45,26.41
5feddf,2022-06-06 13:25:19,,delivery,10.97,1.65,12.62
09792e,2022-06-06 13:33:57,c57d8b,carryout,15.47,0,15.47
714fb2,2022-06-06 13:41:15,,onsite,12.47,1.88,14.35
8e4f6b,2022-06-06 13:43:43,,onsite,21.46,3.22,24.68
92579e,2022-06-06 14:10:08,,onsite,11.97,0,11.97
9846e5,2022-06-06 14:51:15,,onsite,9.77,1.47,11.24
d59c6d,2022-06-06 15:03:20,,carryout,8.97,0,8.97
180833,2022-06-06 15:06:19,697580,carryout,38.01,0,38.01
2806a7,2022-06-06 15:42:56,e0ac2b,delivery,13.27,0,13.27
3b7ae4,2022-06-06 15:44:45,,delivery,8.98,0,8.98
0f7f80,2022-06-06 16:03:30,,carryout,13.77,0,13.77
43e538,2022-06-06 16:07:44,,onsite,13.07,0,13.07
c78e17,2022-06-06 16:20:08,b570ba,delivery,12.77,0,12.77
419b92,2022-06-06 16:22:44,ff0f3a,delivery,9.28,1.4,10.68
9d1fa0,2022-06-06 16:26:57,,onsite,17.26,0,17.26
ff9bbd,2022-06-06 16:37:29,539ce0,carryout,13.07,0,13.07
9785c7,2022-06-06 16:37:47,,onsite,10.77,1.62,12.39
b016c0,2022-06-06 16:41:33,,carryout,14.97,0,14.97
76c3f0,2022-06-06 16:47:37,697acb,onsite,9.77,0,9.77
be60f2,2022-06-06 16:48:52,0a3ddc,onsite,12.57,1.89,14.46
e1d36c,2022-06-06 16:51:08,,onsite,9.77,0,9.77
b8b092,2022-06-06 16:51:26,,onsite,7.98,0,7.98
e87af0,2022-06-06 17:10:51,b9f0d2,carryout,14.07,0,14.07
7bbc59,2022-06-06 17:12:39,,onsite,10.97,1.65,12.62
07996d,2022-06-06 17:14:48,,onsite,9.97,0,9.97
8f9554,2022-06-06 17:27:36,b8856e,onsite,4.99,0.75,5.74
c18208,2022-06-06 17:30:18,,onsite,58.18,8.73,66.91
4459e5,2022-06-06 17:52:49,,onsite,25.75,0,25.75
454582,2022-06-06 18:05:50,5156ed,carryout,10.97,1.65,12.62
e73e60,2022-06-06 18:15:35,,onsite,11.57,0,11.57
7f07f9,2022-06-06 18:25:47,9c5def,onsite,18.96,0,18.96
174cfc,2022-06-06 18:27:33,b53279,onsite,41.51,6.23,47.74
06490a,2022-06-06 18:36:58,990026,carryout,8.77,1.32,10.09
904e80,2022-06-06 18:37:44,364e7b,onsite,11.98,1.8,13.78
197a63,2022-06-06 18:41:55,,onsite,9.97,1.5,11.47
cdbed9,2022-06-06 18:45:41,9d8d19,onsite,14.97,0,14.97
71a040,2022-06-06 18:55:24,4ae127,onsite,38.52,5.78,44.30
969bff,2022-06-06 18:56:04,b35711,delivery,7.98,0,7.98
9269a2,2022-06-06 18:59:35,8588ef,delivery,10.77,0,10.77
a566b9,2022-06-06 19:00:39,,onsite,22.05,3.31,25.36
98befb,2022-06-06 19:11:36,eff91f,delivery,11.57,0,11.57
423095,2022-06-06 19:14:24,,carryout,14.78,2.22,17.00
d64196,2022-06-06 19:15:56,,onsite,9.78,0,9.78
c36c77,2022-06-06 19:17:34,d4541a,onsite,10.97,0,10.97
499bcd,2022-06-06 19:20:46,,onsite,15.27,2.3,17.57
8327d0,2022-06-06 19:39:16,5e6280,carryout,17.77,0,17.77
2b131e,2022-06-06 19:40:43,488f92,carryout,20.76,0,20.76
cc3946,2022-06-06 19:46:49,,carryout,17.07,0,17.07
4ecd17,2022-06-06 19:47:20,,onsite,50.98,0,50.98
7e2efd,2022-06-06 19:49:51,778e1c,delivery,24.55,3.69,28.24
6fd049,2022-06-06 20:03:03,f12c6b,carryout,15.77,2.37,18.14
986db5,2022-06-06 20:32:33,6ee524,carryout,14.96,2.25,17.21
8481c5,2022-06-07 10:51:44,a97a79,delivery,12.98,0,12.98
ba7fd8,2022-06-07 11:15:35,,carryout,11.78,0,11.78
4a5d23,2022-06-07 11:19:19,009186,delivery,12.47,0,12.47
025486,2022-06-07 11:33:57,309019,onsite,11.97,1.8,13.77
